Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP_RP
0.00039019,-1.6,10.07918,0.7965454459,2.4175102752,0.795,0.643,3.7708,3.73,2,0.0,0.531,0.0,0.0,0.0,0.0,0.0,-1,-8.38e-13,0.0,0.8242,0.1755,5.685e-05,1.561e-05,0.0001425,-1.0,0.0003228,3.162,15.782394585211275,16.064394585211275,15.323394585211275,0.7409999999999997
0.00039019,-1.6,10.07918,0.7973574996,2.417796773,0.796,0.667,3.7636,3.678,2,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-3.61e-13,0.0,0.8028,0.1968,6.176e-05,1.693e-05,0.0001542,-1.0,0.0003402,3.102,15.723394585211274,16.018394585211276,15.249394585211276,0.7690000000000001
0.00039019,-1.6,10.07918,0.7980771065,2.4180500947,0.796,0.693,3.757,3.626,2,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-3.45e-13,0.0,0.788,0.2116,6.515e-05,1.784e-05,0.0001623,-1.0,0.0003437,3.037,15.659394585211274,15.966394585211276,15.171394585211274,0.7950000000000017
0.00039019,-1.6,10.07918,0.7987889647,2.4183001723,0.797,0.727,3.7508,3.567,2,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-6.03e-13,0.0,0.7785,0.2212,6.736e-05,1.843e-05,0.0001676,-1.0,0.0003773,2.952,15.576394585211276,15.896394585211276,15.076394585211276,0.8200000000000003
0.00039019,-1.6,10.07918,0.7993503809,2.418497038,0.798,0.762,3.7465,3.516,2,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-9.63e-13,0.0,0.7736,0.2261,6.851e-05,1.874e-05,0.0001704,-1.0,0.0003777,2.865,15.491394585211275,15.819394585211274,14.982394585211274,0.8369999999999997
0.00039019,-1.6,10.07918,0.7997338176,2.4186313109,0.798,0.789,3.7439,3.479,2,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-1.34e-12,0.0,0.771,0.2287,6.911e-05,1.889e-05,0.0001718,-1.0,0.0003459,2.797,15.425394585211276,15.758394585211274,14.911394585211275,0.8469999999999995
0.00039019,-1.6,10.07918,0.7999115586,2.4186935025,0.798,0.804,3.743,3.46,2,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-1.58e-12,0.0,0.77,0.2296,6.932e-05,1.895e-05,0.0001723,-1.0,0.0003435,2.761,15.389394585211274,15.723394585211274,14.873394585211276,0.8499999999999979
0.00039019,-1.6,10.07918,0.8000000119,2.4187244405,0.798,0.811,3.7425,3.451,2,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-1.71e-12,0.0,0.7696,0.2301,6.941e-05,1.897e-05,0.0001725,-1.0,0.0003562,2.742,15.370394585211276,15.705394585211275,14.853394585211275,0.8520000000000003
0.00039019,-1.6,10.07918,0.8003908992,2.4188610655,0.799,0.845,3.7406,3.41,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-1.92e-12,0.0,0.7675,0.2321,6.983e-05,1.909e-05,0.0001735,-1.0,0.0004122,2.658,15.287394585211274,15.626394585211274,14.766394585211275,0.8599999999999994
0.00039019,-1.6,10.07918,0.8009156585,2.4190442411,0.799,0.894,3.7382,3.352,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-2.3e-12,0.0,0.7652,0.2345,7.027e-05,1.92e-05,0.0001746,-1.0,0.0003824,2.535,15.167394585211275,15.510394585211275,14.641394585211275,0.8689999999999998
0.00039019,-1.6,10.07918,0.8013611436,2.4191995283,0.799,0.939,3.7365,3.3,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-2.71e-12,0.0,0.7633,0.2363,7.059e-05,1.929e-05,0.0001753,-1.0,0.0003817,2.423,15.056394585211276,15.403394585211275,14.527394585211276,0.8759999999999994
0.00039019,-1.6,10.07918,0.8017867804,2.4193477113,0.8,0.985,3.7348,3.247,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-3.19e-12,0.0,0.7616,0.238,7.083e-05,1.936e-05,0.0001759,-1.0,0.0004188,2.308,14.943394585211275,15.293394585211274,14.410394585211275,0.8829999999999991
0.00039019,-1.6,10.07918,0.8022192121,2.4194980749,0.8,1.035,3.7332,3.191,3,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-3.82e-12,0.0,0.7598,0.2398,7.105e-05,1.943e-05,0.0001765,-1.0,0.0004176,2.183,14.819394585211274,15.172394585211276,14.283394585211274,0.8890000000000011
